centroid_x,centroid_y,major_axis,minor_axis,circularity,area,distance_from_center,filename,time_type,datetime,body_length,movement
642.0,349.0,100.77034759521484,33.55208206176758,0.5343273037482177,2474.5,316.4253466459348,03473.jpg,昼,2024-01-01 18:38:50,67.16121482849121,0.0
642.0,349.0,101.31526184082033,34.1060676574707,0.5424998667972114,2519.5,316.4253466459348,03474.jpg,昼,2024-01-01 18:39:00,67.71066474914551,0.0
642.0,349.0,102.06051635742188,33.12522888183594,0.5399279934439255,2537.0,316.4253466459348,03475.jpg,昼,2024-01-01 18:39:10,67.5928726196289,0.0
642.0,349.0,101.29682159423828,34.112327575683594,0.5385531121871194,2555.0,316.4253466459348,03476.jpg,昼,2024-01-01 18:39:20,67.70457458496094,0.0
642.0,349.0,100.4039535522461,33.9066047668457,0.5379207612468081,2552.0,316.4253466459348,03477.jpg,昼,2024-01-01 18:39:30,67.1552791595459,0.0
642.0,349.0,103.28175354003906,34.33912658691406,0.5306940063125859,2552.0,316.4253466459348,03478.jpg,昼,2024-01-01 18:39:40,68.81044006347656,0.0
643.0,348.0,98.82483673095705,34.608123779296875,0.5491216231844062,2466.5,316.76016163652906,03479.jpg,昼,2024-01-01 18:39:50,66.71648025512695,1.4142135623730951
643.0,348.0,98.66503143310548,33.322357177734375,0.5595660316892069,2459.0,316.76016163652906,03480.jpg,昼,2024-01-01 18:40:00,65.99369430541992,0.0
643.0,348.0,99.20124053955078,34.80921936035156,0.5465909536762815,2538.5,316.76016163652906,03481.jpg,昼,2024-01-01 18:40:10,67.00522994995117,0.0
644.0,348.0,98.61676025390624,35.65760040283203,0.5517723794574386,2508.0,316.24357700987383,03482.jpg,昼,2024-01-01 18:40:20,67.13718032836914,1.0
643.0,348.0,100.57254028320312,34.40982437133789,0.5468062735832255,2539.5,316.76016163652906,03483.jpg,昼,2024-01-01 18:40:30,67.49118232727051,1.0
642.0,348.0,103.1050033569336,34.6529426574707,0.5306465975565396,2569.0,317.2790569829657,03484.jpg,昼,2024-01-01 18:40:40,68.87897300720215,1.0
642.0,348.0,103.9263687133789,34.1099853515625,0.5348530492117209,2572.0,317.2790569829657,03485.jpg,昼,2024-01-01 18:40:50,69.0181770324707,0.0
642.0,348.0,101.19405364990234,33.68567657470703,0.5369710307933127,2572.0,317.2790569829657,03486.jpg,昼,2024-01-01 18:41:00,67.43986511230469,0.0
642.0,348.0,103.20722198486328,33.80316925048828,0.5318141599999812,2589.0,317.2790569829657,03487.jpg,昼,2024-01-01 18:41:10,68.50519561767578,0.0
642.0,348.0,104.325927734375,33.55558395385742,0.5310874646378309,2613.0,317.2790569829657,03488.jpg,昼,2024-01-01 18:41:20,68.94075584411621,0.0
642.0,349.0,105.60447692871094,33.93770980834961,0.5214725791442643,2600.0,316.4253466459348,03489.jpg,昼,2024-01-01 18:41:30,69.77109336853027,1.0
642.0,348.0,104.05794525146484,33.85808563232422,0.5232991181314045,2599.0,317.2790569829657,03490.jpg,昼,2024-01-01 18:41:40,68.95801544189453,1.0
642.0,349.0,103.49095153808594,33.46759414672852,0.5249415444971743,2600.0,316.4253466459348,03491.jpg,昼,2024-01-01 18:41:50,68.47927284240723,1.0
642.0,349.0,104.24320220947266,33.595436096191406,0.526482786121767,2622.0,316.4253466459348,03492.jpg,昼,2024-01-01 18:42:00,68.91931915283203,0.0
642.0,348.0,105.09828186035156,32.985469818115234,0.5247895717461742,2608.5,317.2790569829657,03493.jpg,昼,2024-01-01 18:42:10,69.0418758392334,1.0
642.0,349.0,106.22974395751952,33.548587799072266,0.5323363924314428,2631.5,316.4253466459348,03494.jpg,昼,2024-01-01 18:42:20,69.8891658782959,1.0
644.0,349.0,96.36196899414062,34.05990982055664,0.5546159364262429,2403.0,315.38706378036494,03495.jpg,昼,2024-01-01 18:42:30,65.21093940734863,2.0
643.0,349.0,99.30709838867188,34.315059661865234,0.5222256195051962,2475.5,315.9050490258109,03496.jpg,昼,2024-01-01 18:42:40,66.81107902526855,1.0
